gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ChargesPerTenureMonth,TotalServices,IsNewCustomer,IsLongTermCustomer,IsHighValue,ContractRisk,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,1,1,0,20.55,20.55,1,10.275,1,1,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,0,60,1,1,99.65,5941.05,0,1.6336065573770493,5,0,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,0,0,5,1,1,85.3,424.15,1,14.216666666666667,4,1,0,0,3,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,22,1,0,95.9,2234.95,0,4.1695652173913045,5,0,0,0,3,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
1,0,1,0,36,1,0,20.0,666.75,0,0.5405405405405406,1,0,0,0,2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,4,1,0,70.4,281.0,1,14.080000000000002,1,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,9,1,0,64.95,547.8,0,6.495,4,0,0,0,3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1,1,1,1,0,74.6,74.6,0,37.3,2,1,0,0,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,12,1,1,49.2,571.15,0,3.784615384615385,2,0,0,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,23,1,1,73.75,1756.6,0,3.0729166666666665,5,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
1,0,0,0,62,1,1,92.3,5731.45,0,1.465079365079365,5,0,1,1,2,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1,0,0,0,37,1,0,98.8,3475.55,1,2.6,5,0,1,1,3,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0,0,0,8,1,0,19.2,156.85,0,2.1333333333333333,1,0,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,31,1,0,88.65,2683.2,0,2.7703125,4,0,0,1,3,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0,1,1,13,1,1,74.4,896.75,1,5.314285714285715,2,0,0,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,24,1,1,98.75,2407.3,1,3.95,5,0,0,0,3,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,45,1,1,95.95,4456.65,0,2.0858695652173913,5,0,1,1,3,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,1,0,69,1,0,105.4,6998.95,0,1.5057142857142858,6,0,1,1,1,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,2,1,0,20.25,36.8,0,6.75,1,1,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,61,1,1,106.0,6547.7,1,1.7096774193548387,6,0,1,1,2,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,41,1,1,104.7,4346.4,1,2.492857142857143,6,0,1,1,3,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,44,0,1,49.05,2265.0,0,1.0899999999999999,3,0,1,0,2,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,39,0,0,35.55,1309.15,0,0.8887499999999999,2,0,1,0,2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
1,0,1,1,72,0,1,65.1,4754.3,0,0.8917808219178082,6,0,1,0,1,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,0,0,13,1,1,96.85,1235.55,0,6.917857142857143,4,0,0,0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,51,1,1,69.75,3562.5,0,1.3413461538461537,5,0,1,0,2,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False
0,1,1,0,71,1,1,99.2,7213.75,0,1.3777777777777778,5,0,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1,1,0,0,22,1,1,96.7,2082.95,1,4.2043478260869565,4,0,0,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,2,1,1,55.05,102.75,1,18.349999999999998,3,1,0,0,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,0,56,1,1,106.8,5914.4,0,1.8736842105263158,6,0,1,1,2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,0,0,1,1,0,51.25,51.25,0,25.625,2,1,0,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,23,1,1,57.75,1282.85,0,2.40625,4,0,0,0,2,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0,1,1,0,66,1,1,70.85,4738.85,0,1.0574626865671641,5,0,1,1,2,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,0,0,1,1,0,19.55,19.55,0,9.775,1,1,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,0,0,19,1,1,88.2,1775.8,1,4.41,4,0,0,0,3,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,11,1,1,79.5,795.65,0,6.625,3,0,0,0,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,8,1,1,19.75,145.0,1,2.1944444444444446,1,0,0,0,2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,52,1,0,98.15,4993.4,0,1.8518867924528304,6,0,1,1,3,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,3,1,1,20.25,61.45,0,5.0625,1,1,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,1,51,1,1,79.15,4018.55,0,1.5221153846153848,3,0,1,1,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,15,1,0,75.65,1146.65,1,4.728125,2,0,0,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,64,1,1,94.25,6081.4,0,1.45,5,0,1,1,3,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,37,0,1,40.2,1478.85,0,1.0578947368421054,2,0,1,0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,13,1,0,19.95,243.65,0,1.425,1,0,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,49,1,1,55.35,2633.95,0,1.107,3,0,1,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,1,0,0,45,1,1,102.15,4735.35,0,2.220652173913044,5,0,1,1,2,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,18,1,1,71.1,1247.75,0,3.7421052631578946,1,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,1,1,1,74.7,74.7,1,37.35,2,1,0,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,68,0,1,54.1,3794.5,0,0.7840579710144928,4,0,1,0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1,0,0,0,54,1,0,19.65,1008.7,0,0.35727272727272724,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,1,1,23,1,1,88.45,2130.55,0,3.685416666666667,4,0,0,0,3,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,17,1,1,76.65,1313.55,1,4.258333333333334,2,0,0,0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,71,1,0,80.4,5727.15,0,1.1166666666666667,7,0,1,1,1,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,1,1,67,1,1,19.25,1372.9,0,0.28308823529411764,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,1,14,1,1,84.8,1203.9,0,5.653333333333333,3,0,0,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,0,0,1,0,1,25.8,25.8,1,12.9,0,1,0,0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,1,63,1,0,19.5,1215.1,0,0.3046875,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,41,1,1,68.6,2877.05,0,1.6333333333333333,5,0,1,0,2,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
0,0,1,0,17,1,0,92.6,1579.7,0,5.144444444444444,4,0,0,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,56,1,1,100.55,5514.95,0,1.7640350877192983,5,0,1,1,2,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,5,1,0,20.55,96.1,0,3.4250000000000003,1,1,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,0,2,0,1,42.6,72.4,1,14.200000000000001,3,1,0,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,3,1,1,19.6,55.25,0,4.9,1,1,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,37,1,0,67.45,2443.3,0,1.7750000000000001,6,0,1,0,2,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
0,0,0,0,29,1,1,68.85,1970.5,1,2.295,5,0,0,0,3,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,8,1,0,43.55,335.4,0,4.838888888888889,1,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,63,1,1,109.85,7002.95,0,1.71640625,7,0,1,1,3,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,1,1,7,1,0,20.65,158.95,0,2.58125,1,0,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,3,1,0,95.4,293.15,0,23.85,4,1,0,0,3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,72,1,0,21.0,1493.75,0,0.2876712328767123,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,19,1,1,56.2,1093.4,0,2.81,2,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,59,1,0,18.4,1057.85,0,0.30666666666666664,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,1,2,1,0,90.0,190.05,1,30.0,4,1,0,0,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,1,1,35,1,1,25.75,882.55,0,0.7152777777777778,2,0,0,0,3,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,0,14,1,0,19.6,300.4,0,1.3066666666666669,1,0,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,0,14,1,0,75.35,1025.95,1,5.0233333333333325,2,0,0,0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,69,1,0,19.8,1436.95,0,0.28285714285714286,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,1,1,0,7,1,0,64.2,475.0,0,8.025,5,0,0,0,3,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,1,1,69,1,1,75.75,5388.15,0,1.082142857142857,6,0,1,1,1,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,1,1,72,1,1,78.95,5730.15,0,1.0815068493150686,6,0,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
1,0,0,0,8,1,0,100.85,819.55,1,11.205555555555556,5,0,0,0,3,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,4,1,0,50.3,217.1,0,10.059999999999999,2,1,0,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,63,1,1,80.3,4896.35,0,1.2546875,3,0,1,1,3,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,72,1,0,19.85,1434.1,0,0.2719178082191781,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,46,1,1,21.1,937.1,0,0.448936170212766,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,0,1,0,5,1,0,69.95,330.15,1,11.658333333333333,1,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,30,1,1,50.0,1474.9,0,1.6129032258064515,2,0,0,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,63,1,1,104.75,6536.5,0,1.63671875,6,0,1,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,60,1,0,19.85,1128.1,0,0.3254098360655738,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,63,1,1,107.5,6873.75,1,1.6796875,6,0,1,1,2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,1,1,25,1,0,85.9,2199.05,0,3.303846153846154,3,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0,1,1,1,45.85,45.85,1,22.925,1,1,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0,6,1,1,80.8,457.1,0,11.542857142857143,3,1,0,0,3,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,22,1,0,25.25,566.5,0,1.0978260869565217,2,0,0,0,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,31,1,0,80.55,2471.6,0,2.5171875,6,0,0,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
0,0,1,1,39,1,1,81.5,3107.3,0,2.0375,3,0,1,1,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,26,1,0,20.9,518.3,0,0.774074074074074,1,0,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,53,1,1,106.1,5769.75,1,1.9648148148148148,6,0,1,1,2,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,1,1,0,91.7,91.7,1,45.85,4,1,0,0,3,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0,12,1,1,67.25,832.3,0,5.173076923076923,5,0,0,0,3,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,16,1,1,95.6,1555.65,1,5.623529411764705,5,0,0,0,3,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0,0,0,2,1,0,20.35,45.3,0,6.783333333333334,1,1,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,1,39,0,0,45.05,1790.6,0,1.12625,3,0,1,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1,0,0,0,1,1,1,74.95,74.95,1,37.475,2,1,0,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,7,0,0,34.65,246.6,0,4.33125,2,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0,4,1,0,69.35,261.65,0,13.87,1,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,10,1,1,95.35,898.35,1,8.668181818181818,4,0,0,0,3,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,55,1,1,81.55,4509.5,0,1.45625,3,0,1,1,3,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,72,1,1,75.4,5480.25,0,1.0328767123287672,5,0,1,1,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,1,0,10,1,1,67.8,653.15,0,6.163636363636363,4,0,0,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,1,0,0,11,1,1,111.4,1183.05,0,9.283333333333333,7,0,0,0,3,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,1,1,15,1,0,46.3,639.45,0,2.89375,1,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,23,1,0,20.4,478.75,0,0.85,1,0,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,1,1,1,0,20.05,20.05,0,10.025,1,1,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,0,0,3,1,0,45.0,127.1,1,11.25,1,1,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,47,1,1,96.1,4391.45,0,2.002083333333333,5,0,1,1,2,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
0,0,0,1,15,1,0,19.65,270.6,0,1.228125,1,0,0,0,2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,66,1,0,99.5,6710.5,1,1.4850746268656716,5,0,1,1,3,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0,68,1,1,60.65,3975.9,0,0.8789855072463768,4,0,1,0,2,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
0,0,1,1,17,1,0,98.6,1704.95,1,5.477777777777778,5,0,0,0,2,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,0,7,1,1,59.5,415.95,1,7.4375,3,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,1,1,0,12,1,1,80.45,950.2,1,6.188461538461539,2,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,1,0,21,1,0,71.7,1497.05,0,3.2590909090909093,5,0,0,0,2,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
1,0,0,0,21,0,1,36.0,780.15,0,1.6363636363636365,2,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,1,1,56,1,0,65.2,3512.15,0,1.143859649122807,4,0,1,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,1,1,6,1,1,48.95,273.25,0,6.992857142857143,2,1,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,65,0,1,53.5,3517.9,0,0.8106060606060606,4,0,1,0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
1,0,1,0,42,1,0,80.45,3375.9,0,1.8709302325581396,6,0,1,1,2,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False
0,0,1,1,68,1,1,109.05,7508.55,0,1.5804347826086955,7,0,1,1,1,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,48,1,0,26.3,1245.05,0,0.536734693877551,2,0,1,0,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,0,0,50,1,1,106.8,5347.95,0,2.0941176470588236,6,0,1,1,2,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False
0,1,0,0,7,1,1,64.95,493.65,0,8.11875,4,0,0,0,3,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,63,1,0,19.35,1263.85,0,0.30234375,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,0,0,17,1,0,21.1,385.55,0,1.1722222222222223,1,0,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,1,1,42,1,1,77.95,3384.0,1,1.8127906976744186,2,0,1,1,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,1,1,4,1,0,18.85,84.2,0,3.7700000000000005,1,1,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,1,62,1,0,26.0,1638.7,0,0.4126984126984127,2,0,1,0,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,1,0,0,2,1,1,74.7,165.4,1,24.900000000000002,2,1,0,0,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,2,1,1,70.35,120.25,0,23.45,1,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,48,1,1,96.9,4473.45,0,1.9775510204081634,6,0,1,1,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
1,0,1,0,27,1,0,19.55,520.55,0,0.6982142857142858,1,0,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,1,70,1,1,80.4,5717.85,0,1.1323943661971831,6,0,1,1,1,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,1,0,0,1,1,1,88.8,88.8,1,44.4,4,1,0,0,3,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,46,1,1,94.65,4312.5,0,2.0138297872340427,5,0,1,1,2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1,0,0,0,30,1,1,90.25,2755.35,1,2.911290322580645,3,0,0,1,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,15,1,1,64.65,994.55,1,4.040625,4,0,0,0,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,69,1,0,95.75,6511.25,0,1.3678571428571429,5,0,1,1,2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
1,0,0,0,65,1,1,19.55,1218.65,0,0.2962121212121212,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,1,1,1,72,1,1,104.1,7447.7,0,1.426027397260274,6,0,1,1,1,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
1,1,1,0,13,1,1,89.05,1169.35,1,6.360714285714286,4,0,0,0,3,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,0,17,1,1,20.1,279.5,0,1.1166666666666667,1,0,0,0,2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,0,51,1,1,111.55,5720.35,0,2.145192307692308,7,0,1,1,2,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,1,1,51,1,0,60.5,3121.45,0,1.1634615384615385,4,0,1,0,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
0,0,1,0,72,1,1,90.95,6468.6,0,1.2458904109589042,8,0,1,1,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,67,1,0,87.4,5918.8,1,1.285294117647059,4,0,1,1,2,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,34,1,0,19.7,675.6,0,0.5628571428571428,1,0,0,0,3,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,67,0,1,50.95,3521.7,0,0.7492647058823529,4,0,1,0,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0,1,0,49,1,1,20.05,923.1,0,0.401,1,0,1,0,2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,1,1,53,1,1,19.4,1110.35,0,0.3592592592592592,1,0,1,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,27,1,0,59.45,1611.65,0,2.123214285714286,4,0,0,0,3,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,1,0,0,23,1,1,94.75,2293.6,1,3.9479166666666665,4,0,0,0,3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,69,1,1,81.5,5553.25,0,1.1642857142857144,7,0,1,1,1,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
